,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,R2Campaign,Age
1128,1,3,16581.0,0,0,9.0,51,0,37
1129,0,1,63998.0,0,0,8.0,42,1,70
1130,3,2,67381.0,0,1,9.0,67,1,71
1131,2,3,25930.0,1,1,8.0,87,0,55
1132,2,2,42693.0,1,0,7.0,29,0,44
1133,2,4,85606.0,0,1,9.0,89,1,46
1134,2,3,72903.0,0,0,8.0,74,1,37
1135,0,4,49669.0,1,0,7.0,97,0,48
1136,4,2,36778.0,1,1,9.0,63,0,54
1137,4,1,85696.0,0,0,9.0,88,1,60
1138,3,1,10979.0,0,0,7.0,34,0,33
1139,2,2,49678.0,0,1,9.0,81,0,61
1140,3,4,56129.0,0,1,8.0,65,0,69
1141,2,2,37155.0,1,0,9.0,51,0,33
1142,0,1,21282.0,1,0,8.0,76,0,44
1143,4,3,33419.0,0,1,8.0,76,0,60
1144,2,5,63285.0,0,0,8.0,84,0,77
1145,3,4,21255.0,1,0,8.0,56,0,48
1146,2,4,42162.0,1,0,8.0,31,1,41
1147,2,4,54450.0,1,1,9.0,0,0,66
1148,4,2,57744.0,0,1,8.0,91,0,68
1149,2,3,26576.0,1,0,9.0,40,1,36
1150,4,5,57513.0,0,0,8.0,59,0,79
1151,2,4,68142.0,0,1,9.0,96,0,58
1152,2,2,7500.0,0,1,9.0,61,0,43
1153,2,4,83145.0,0,0,9.0,14,1,48
1154,3,2,54197.0,0,1,8.0,16,0,62
1155,4,3,23091.0,1,1,7.0,98,0,59
1156,2,2,46049.0,1,1,8.0,11,1,46
1157,2,4,56715.0,0,0,9.0,52,0,48
1158,2,2,79410.0,0,0,7.0,19,0,61
1159,2,2,57304.0,0,1,9.0,61,0,71
1160,2,2,44375.0,0,1,8.0,73,0,57
1161,2,4,54450.0,1,1,9.0,0,0,66
1162,2,2,59594.0,0,1,9.0,74,1,57
1163,2,4,80685.0,0,0,9.0,55,0,28
1164,4,2,40344.0,0,1,8.0,48,0,48
1165,2,2,62710.0,0,1,8.0,53,0,50
1166,0,2,48985.0,0,1,8.0,13,0,54
1167,2,4,35322.0,1,2,9.0,34,0,54
1168,2,2,77142.0,0,0,8.0,54,0,74
1169,2,3,81657.0,0,0,8.0,69,0,53
1170,1,2,14421.0,0,0,8.0,81,1,26
1171,0,2,20130.0,0,0,8.0,99,0,48
1172,4,2,74214.0,0,0,9.0,3,0,32
1173,3,2,66726.0,1,1,8.0,61,1,65
1174,1,4,23724.0,1,0,9.0,65,0,43
1175,3,2,47353.0,0,1,8.0,93,0,62
1176,3,2,33444.0,1,1,9.0,24,0,70
1177,2,2,54386.0,0,1,9.0,8,0,41
1178,2,1,28510.0,1,1,9.0,72,0,41
1179,3,3,90638.0,0,0,8.0,29,1,31
1180,2,4,48070.0,0,1,9.0,33,0,72
1181,2,2,43140.0,0,1,9.0,68,0,65
1182,4,1,54959.0,0,1,9.0,55,1,61
1183,1,3,15056.0,1,1,9.0,76,0,64
1184,2,3,26954.0,1,0,8.0,17,0,51
1185,2,3,22327.0,1,0,8.0,94,0,37
1186,2,2,44393.0,1,1,8.0,86,0,57
1187,4,3,62000.0,0,1,8.0,25,1,70
1188,4,4,31497.0,0,1,9.0,22,0,60
1189,0,2,45894.0,0,2,8.0,15,0,48
1190,3,1,78579.0,0,0,9.0,35,1,52
1191,3,5,67369.0,0,1,9.0,81,1,53
1192,2,1,58401.0,0,1,8.0,55,0,62
1193,2,3,62307.0,0,1,8.0,94,0,70
1194,3,2,43641.0,1,1,9.0,50,0,53
1195,3,1,63841.0,0,1,9.0,64,0,54
1196,0,2,46891.0,0,1,8.0,91,0,57
1197,3,2,70091.0,1,0,9.0,11,1,53
1198,4,2,78075.0,0,0,8.0,72,0,50
1199,0,5,59184.0,0,1,9.0,6,0,61
1200,2,2,54809.0,1,1,8.0,0,0,45
1201,2,2,58113.0,0,1,9.0,66,0,63
1202,3,2,51412.0,0,1,8.0,42,0,64
1203,2,1,15287.0,1,0,9.0,60,1,43
1204,3,4,66636.0,0,0,8.0,64,0,65
1205,3,2,50965.0,0,1,9.0,87,1,66
1206,4,2,84618.0,0,0,8.0,96,1,57
1207,2,2,18351.0,0,0,8.0,1,0,32
1208,4,4,40451.0,0,2,8.0,54,1,65
1209,2,4,36317.0,0,1,8.0,53,0,57
1210,2,4,42213.0,0,1,8.0,96,1,65
1211,2,4,65748.0,0,1,9.0,58,0,67
1212,2,4,77044.0,0,1,8.0,12,1,50
1213,2,4,74918.0,0,0,9.0,78,1,53
1214,2,2,56721.0,1,1,9.0,64,0,50
1215,2,3,42160.0,1,1,8.0,26,1,47
1216,2,3,61559.0,0,1,8.0,8,0,57
1217,4,4,33629.0,1,1,9.0,49,0,59
1218,4,4,68682.0,0,0,8.0,56,0,31
1219,2,3,34377.0,0,1,9.0,55,0,59
1220,1,3,8940.0,1,0,9.0,25,0,36
1221,2,2,26228.0,1,0,8.0,50,0,49
1222,0,1,77297.0,0,0,9.0,84,1,65
1223,2,2,40211.0,1,1,8.0,30,1,41
1224,4,5,33438.0,1,1,8.0,81,0,64
1225,4,2,75032.0,0,1,9.0,74,0,63
1226,4,3,61284.0,0,0,8.0,76,1,67
1227,2,2,22518.0,1,0,9.0,36,1,36
1228,3,2,54730.0,0,1,8.0,64,0,47
1229,3,2,38452.0,1,1,8.0,62,0,67
1230,2,1,44421.0,1,1,9.0,53,0,51
1231,4,4,38197.0,1,0,8.0,86,0,36
1232,2,1,41986.0,0,1,8.0,15,0,44
1233,2,4,28427.0,1,0,9.0,67,0,39
1234,4,4,37395.0,1,0,8.0,47,0,46
1235,2,2,64722.0,1,0,7.0,47,0,51
1236,3,4,55249.0,0,1,8.0,81,0,66
1237,2,4,84906.0,0,0,8.0,98,1,50
1238,2,2,28691.0,1,0,8.0,56,0,33
1239,2,3,44213.0,1,1,8.0,48,0,70
1240,1,3,25707.0,1,0,8.0,18,0,38
1241,4,2,59062.0,2,1,8.0,74,0,55
1242,2,3,76624.0,0,1,7.0,68,1,60
1243,3,4,66000.0,0,0,8.0,36,0,75
1244,4,4,27683.0,1,0,9.0,90,0,44
1245,2,1,1730.0,0,0,8.0,65,0,51
1246,1,3,7500.0,1,0,9.0,63,0,30
1247,2,4,40521.0,1,1,9.0,82,0,54
1248,4,4,20427.0,1,0,8.0,63,0,49
1249,2,2,65106.0,0,1,7.0,55,1,47
1250,4,2,69969.0,0,0,8.0,64,1,57
1251,2,2,67433.0,0,2,8.0,51,1,70
1252,4,2,77766.0,0,1,9.0,97,1,55
1253,2,2,74716.0,0,1,8.0,92,0,50
1254,2,1,68118.0,0,1,8.0,51,0,59
1255,4,2,55158.0,1,1,9.0,72,1,52
1256,0,2,62972.0,0,1,9.0,39,1,67
1257,2,2,74190.0,0,1,8.0,49,0,47
1258,2,2,39356.0,1,1,8.0,21,1,46
1259,2,4,76653.0,0,0,8.0,91,1,53
1260,4,1,35860.0,1,1,8.0,37,1,49
1261,4,1,90687.0,0,0,8.0,98,1,39
1262,3,4,73450.0,0,0,8.0,85,1,40
1263,2,2,31454.0,1,1,8.0,40,0,62
1264,2,3,47139.0,1,1,8.0,2,1,70
1265,2,1,83829.0,0,0,8.0,78,1,47
1266,4,2,53378.0,1,1,9.0,41,1,59
1267,2,4,19656.0,1,0,9.0,94,0,52
1268,4,2,45579.0,0,1,8.0,10,0,74
1269,0,3,85485.0,0,0,7.0,73,0,64
1270,2,2,55956.0,0,0,8.0,22,1,78
1271,3,3,64191.0,0,1,9.0,30,0,59
1272,2,3,38808.0,1,0,9.0,21,1,50
1273,3,2,57183.0,1,1,9.0,51,0,56
1274,3,1,23748.0,1,0,9.0,97,0,54
1275,2,2,66303.0,0,1,9.0,56,1,51
1276,3,2,37368.0,1,0,8.0,4,1,47
1277,2,2,40800.0,1,2,9.0,77,0,58
1278,2,1,71847.0,0,0,9.0,95,1,44
1279,2,2,46149.0,0,1,8.0,36,0,47
1280,2,4,78687.0,0,0,9.0,13,1,39
1281,0,1,49118.0,0,0,9.0,90,1,51
1282,4,2,37633.0,1,1,9.0,49,0,65
1283,3,4,39767.0,0,0,8.0,18,0,71
1284,1,2,26997.0,0,0,9.0,89,0,71
1285,2,1,33986.0,1,0,9.0,43,0,52
1286,4,2,57091.0,0,1,9.0,82,1,50
1287,0,2,46831.0,1,1,8.0,84,0,53
1288,3,2,83151.0,0,0,9.0,80,1,50
1289,2,2,52531.0,0,0,9.0,68,0,51
1290,2,2,15759.0,0,0,8.0,12,0,66
1291,2,3,22804.0,1,0,8.0,75,0,51
1292,0,2,43050.0,1,0,8.0,10,0,49
1293,4,3,42997.0,1,1,8.0,91,0,45
1294,4,3,48918.0,1,1,8.0,21,0,59
1295,3,4,60033.0,0,1,8.0,28,0,68
1296,4,4,34043.0,1,0,8.0,97,0,44
1297,2,4,57811.0,0,1,8.0,49,1,56
1298,2,2,78569.0,0,0,8.0,14,1,76
1299,2,3,7500.0,1,1,9.0,5,0,44
1301,2,4,94384.0,0,0,9.0,62,1,69
1302,0,2,23148.0,0,0,8.0,83,0,37
1303,2,1,44267.0,1,1,9.0,48,0,52
1304,2,2,71626.0,0,0,9.0,94,1,43
1305,2,4,60894.0,0,1,8.0,61,0,56
1306,2,4,50200.0,1,1,9.0,70,0,46
1307,4,2,81051.0,0,0,7.0,43,1,57
1308,2,2,65169.0,0,0,8.0,23,1,40
1309,2,4,59868.0,0,1,8.0,37,0,50
1310,4,2,65695.0,0,1,8.0,50,0,62
1311,3,3,64857.0,0,0,9.0,78,0,66
1312,3,4,45143.0,0,1,8.0,74,0,57
1313,0,4,74805.0,0,1,8.0,14,0,67
1314,0,2,59060.0,1,0,8.0,77,0,33
1315,4,3,27238.0,1,1,9.0,39,0,60
1316,2,4,47009.0,0,1,8.0,89,0,57
1317,0,2,46094.0,1,1,7.0,62,0,49
1318,2,2,40321.0,1,1,8.0,59,0,50
1319,2,4,37235.0,1,0,8.0,68,0,38
1320,3,2,81843.0,0,0,9.0,13,0,62
1321,3,4,46692.0,0,1,8.0,37,0,64
1322,2,4,77382.0,0,1,8.0,36,1,54
1323,2,3,37774.0,2,0,9.0,28,1,45
1324,1,2,18393.0,1,0,8.0,2,0,48
1325,3,2,72828.0,0,1,9.0,17,0,60
1326,2,2,24711.0,0,0,8.0,86,0,40
1327,4,2,45503.0,1,0,8.0,54,0,47
1328,3,3,6560.0,0,0,8.0,2,0,40
1329,4,4,71604.0,0,0,8.0,3,1,77
1330,2,2,27244.0,1,0,8.0,84,0,43
1331,2,2,48752.0,1,1,9.0,8,1,53
1332,2,2,71434.0,0,1,8.0,4,1,60
1333,2,3,90842.0,0,0,8.0,57,0,74
1334,3,2,88097.0,1,0,9.0,24,1,44
1335,2,2,51948.0,0,1,8.0,51,0,47
1336,2,4,71853.0,0,0,9.0,29,0,40
1337,3,2,35876.0,0,0,8.0,13,0,39
1338,2,5,40049.0,0,1,8.0,23,0,70
1339,2,3,39660.0,1,0,9.0,36,1,40
1340,2,4,50127.0,0,1,7.0,88,1,60
1341,3,2,43263.0,0,1,9.0,2,0,45
1342,3,2,62845.0,1,1,9.0,3,1,73
1343,2,2,18929.0,0,0,9.0,15,0,32
1344,1,3,24367.0,1,0,9.0,58,0,40
1345,2,3,33249.0,1,0,9.0,11,0,47
1346,0,2,26887.0,0,1,9.0,27,0,63
1347,4,2,50150.0,0,0,8.0,32,0,39
1348,2,4,62061.0,0,1,8.0,12,1,46
1349,4,1,85696.0,0,0,9.0,88,1,60
1350,4,4,76542.0,0,0,9.0,91,0,66
1351,2,3,70515.0,0,0,8.0,12,1,29
1352,2,4,18227.0,1,0,9.0,21,0,35
1353,2,2,69139.0,0,1,8.0,23,0,57
1354,2,2,69109.0,0,0,9.0,10,1,40
1355,2,3,69627.0,0,1,9.0,35,0,60
1356,2,2,38136.0,1,0,9.0,69,1,44
1357,4,3,62159.0,0,0,8.0,68,0,76
1358,2,3,80695.0,0,0,8.0,85,0,59
1359,3,3,33316.0,1,1,8.0,34,0,51
1360,2,4,58554.0,1,1,9.0,55,0,54
1361,1,2,17256.0,1,0,8.0,10,1,30
1362,2,1,53034.0,1,1,8.0,30,0,48
1363,0,4,52203.0,0,0,9.0,36,0,72
1364,0,1,59601.0,0,1,8.0,14,1,45
1365,3,3,75154.0,0,1,9.0,79,1,64
1366,2,3,47025.0,0,1,8.0,52,0,46
1367,2,2,37971.0,1,0,8.0,97,0,49
1368,3,1,41335.0,1,0,8.0,24,0,54
1369,2,2,67267.0,0,1,8.0,0,0,64
1370,2,3,57338.0,0,1,8.0,96,0,47
1371,0,4,50523.0,1,1,8.0,89,0,62
1372,3,3,35791.0,2,1,9.0,94,0,57
1373,4,1,50611.0,0,1,9.0,98,1,62
1374,4,2,56242.0,0,1,9.0,72,0,53
1375,2,3,48904.0,0,1,9.0,1,0,62
1376,2,3,56243.0,1,2,8.0,26,0,47
1377,2,2,21355.0,1,0,8.0,5,1,37
1378,3,4,57420.0,0,1,8.0,22,1,51
1380,3,1,46390.0,0,1,8.0,56,0,67
1381,0,4,54342.0,1,1,8.0,74,0,66
1384,2,2,20895.0,1,0,9.0,24,0,49
1385,2,2,92344.0,0,0,8.0,9,1,74
1387,0,4,26907.0,1,1,8.0,10,0,46
1388,2,4,44964.0,1,1,9.0,35,0,42
1389,2,4,75507.0,0,0,8.0,56,0,43
1390,3,2,53761.0,1,1,8.0,7,0,50
1391,2,4,22682.0,1,0,8.0,51,0,49
1392,4,4,38887.0,1,0,8.0,17,0,50
1393,0,3,41658.0,1,1,9.0,30,0,47
1394,4,2,29791.0,1,0,8.0,21,0,50
1395,3,2,63915.0,0,2,8.0,2,0,66
1396,2,1,39996.0,1,1,7.0,85,0,48
1397,2,1,26759.0,1,0,8.0,65,0,50
1398,3,1,63841.0,0,1,9.0,64,0,54
1399,4,2,51039.0,1,1,9.0,11,0,53
1400,2,2,60544.0,1,1,9.0,92,0,61
1401,2,2,65685.0,0,1,8.0,54,0,50
1402,2,2,37716.0,0,1,8.0,4,0,69
1403,2,3,36864.0,0,1,9.0,53,1,65
1404,3,2,44511.0,1,0,9.0,39,0,52
1405,4,2,36947.0,1,1,9.0,49,0,55
1406,3,4,47352.0,0,1,9.0,70,0,71
1407,3,2,67087.0,0,1,8.0,40,0,69
1408,2,2,57045.0,0,1,9.0,40,0,72
1409,4,1,36957.0,1,1,9.0,43,1,69
1410,4,2,69389.0,0,1,9.0,17,0,45
1411,2,2,80134.0,1,0,9.0,40,1,50
1412,3,2,43142.0,1,1,8.0,84,0,53
1413,2,2,80589.0,0,0,8.0,25,1,78
1414,2,3,34412.0,1,0,9.0,62,0,32
1415,2,3,57537.0,1,0,8.0,83,0,43
1416,1,4,22634.0,0,0,9.0,47,0,56
1417,2,4,51315.0,0,0,8.0,45,0,74
1418,2,2,36026.0,2,1,8.0,34,0,50
1419,2,2,24639.0,1,1,8.0,3,0,49
1420,4,4,34578.0,2,1,8.0,1,0,50
1421,0,3,65704.0,0,0,8.0,18,0,50
1422,2,3,63810.0,0,1,9.0,45,1,56
1423,4,4,54132.0,0,1,8.0,81,0,53
1424,2,2,18690.0,0,0,9.0,77,0,63
1425,2,2,28164.0,1,0,9.0,23,0,52
1426,4,2,34596.0,1,0,9.0,48,0,48
1427,4,2,43269.0,1,0,8.0,61,0,50
1428,0,3,38741.0,1,1,8.0,60,0,64
1429,2,3,31907.0,0,0,9.0,75,0,50
1430,3,2,27100.0,1,0,9.0,64,0,39
1431,0,1,31163.0,1,0,8.0,54,0,49
1432,2,2,92533.0,0,0,8.0,84,1,37
1433,2,3,34853.0,1,1,8.0,75,0,49
1434,2,1,70844.0,1,1,8.0,16,0,55
1435,0,2,31086.0,1,1,9.0,79,1,43
1436,2,2,60544.0,1,1,9.0,92,0,61
1437,0,4,20491.0,0,0,9.0,16,0,36
1438,2,2,42523.0,0,0,8.0,96,0,58
1439,2,2,39922.0,1,0,9.0,30,0,39
1440,2,4,33402.0,1,1,8.0,60,0,70
1441,3,2,36408.0,1,1,8.0,11,0,73
1442,2,4,21645.0,1,0,9.0,75,1,43
1443,3,5,78427.0,0,0,9.0,36,1,74
1444,2,4,82657.0,0,0,8.0,71,1,76
1445,2,2,51876.0,0,0,8.0,88,0,64
1446,0,2,78041.0,0,0,9.0,93,0,51
1447,2,2,52852.0,0,1,9.0,93,1,65
1448,4,4,70038.0,0,0,8.0,54,0,40
1449,0,4,69401.0,0,1,8.0,41,0,49
1450,2,4,46053.0,1,0,9.0,46,0,50
1451,2,2,77343.0,0,0,7.0,28,0,57
1452,2,3,73892.0,0,0,8.0,40,1,69
1453,4,3,40304.0,1,0,8.0,82,0,55
1454,4,4,32727.0,0,0,9.0,38,0,57
1455,2,4,68695.0,0,0,7.0,3,0,53
1456,2,1,43300.0,0,1,9.0,87,1,51
1457,2,4,26290.0,1,1,9.0,49,0,50
1458,2,3,93790.0,0,0,8.0,16,1,52
1459,4,2,38410.0,0,0,9.0,65,1,48
1460,3,5,64866.0,0,1,8.0,9,1,72
1461,2,4,57957.0,0,1,8.0,24,0,63
1462,4,4,46015.0,1,1,8.0,25,1,67
1463,2,4,16531.0,1,0,7.0,43,0,44
1464,3,2,28072.0,1,0,8.0,10,0,36
1465,3,1,49476.0,0,1,8.0,29,0,59
1466,2,2,50725.0,0,1,9.0,45,0,69
1467,2,4,83844.0,0,0,9.0,57,1,70
1468,4,2,41145.0,1,1,8.0,20,0,72
1469,2,4,67419.0,0,1,9.0,29,0,52
1470,0,2,23162.0,1,1,8.0,82,0,52
1471,2,2,34380.0,1,0,9.0,68,0,45
1472,2,3,34704.0,0,1,9.0,65,0,56
1473,4,2,94871.0,0,2,9.0,99,1,53
1474,2,2,65148.0,0,1,9.0,9,0,64
1475,2,4,39898.0,0,1,9.0,20,0,68
1476,3,3,64857.0,0,0,9.0,78,0,66
1477,4,2,59892.0,0,1,8.0,26,0,52
1478,3,3,41020.0,0,0,8.0,68,0,35
1479,4,2,57072.0,0,1,8.0,79,1,61
1480,2,3,60474.0,0,1,9.0,25,0,43
1481,2,4,62807.0,0,1,9.0,83,0,62
1482,0,4,19414.0,1,0,8.0,32,0,41
1483,2,2,19107.0,1,0,8.0,49,0,42
1484,0,4,75484.0,0,1,9.0,50,0,46
1485,3,3,70379.0,0,1,9.0,84,0,46
1486,3,4,79419.0,0,0,7.0,96,0,52
1487,4,4,64014.0,2,1,7.0,56,1,76
1488,2,2,76998.0,0,1,9.0,85,1,67
1489,3,4,49854.0,1,0,8.0,63,0,50
1490,4,2,60585.0,1,1,8.0,17,1,51
1491,4,1,42873.0,1,1,9.0,11,0,72
1492,2,4,87679.0,0,0,8.0,62,1,34
1493,2,4,57867.0,1,0,8.0,48,0,44
1494,2,2,35765.0,1,0,8.0,86,0,32
1495,2,2,65492.0,0,0,8.0,73,0,63
1496,2,1,32952.0,1,0,8.0,36,0,45
1497,4,4,53374.0,0,1,9.0,34,1,53
1498,2,4,71706.0,0,1,9.0,16,0,63
1499,2,2,68487.0,0,0,9.0,48,0,34
1500,3,4,53253.0,1,1,9.0,61,0,47
1501,0,1,31163.0,1,0,8.0,54,0,49
1502,2,2,42014.0,1,0,9.0,56,1,45
1503,3,2,54108.0,1,1,9.0,74,0,49
1504,4,3,49667.0,0,0,9.0,35,1,67
1505,3,2,63206.0,0,0,8.0,65,1,48
1506,3,2,57136.0,1,1,8.0,48,0,50
1507,0,4,46772.0,0,1,9.0,88,1,47
1508,4,2,78931.0,0,0,8.0,19,0,51
1509,2,4,53977.0,0,1,8.0,21,0,64
1510,2,2,84219.0,0,0,8.0,27,0,34
1511,3,3,46098.0,1,1,9.0,86,0,47
1512,2,2,73538.0,0,1,9.0,92,0,57
1513,2,2,79529.0,0,0,8.0,1,0,36
1514,0,4,20981.0,0,0,9.0,14,1,45
1515,2,3,51766.0,1,0,8.0,74,0,42
1516,2,2,55759.0,0,1,9.0,84,0,60
1517,2,2,33039.0,1,0,8.0,4,0,44
1518,3,2,37787.0,1,0,8.0,50,0,50
1519,2,3,27242.0,1,0,9.0,2,1,52
1520,4,3,87188.0,0,0,8.0,73,1,39
1521,2,4,69930.0,0,0,8.0,21,0,51
1522,2,3,37697.0,1,0,8.0,82,0,46
1523,4,2,37401.0,1,0,8.0,14,0,49
1524,2,3,3502.0,1,0,9.0,56,0,49
1525,2,2,58597.0,1,1,9.0,20,0,46
1526,4,5,82032.0,0,0,8.0,54,0,74
1527,2,4,28087.0,1,1,9.0,77,0,64
1528,4,3,74004.0,0,0,8.0,5,1,35
1529,2,4,19740.0,0,1,9.0,65,0,62
1530,0,2,57036.0,0,1,9.0,33,1,47
1531,0,4,53083.0,1,1,9.0,65,1,64
1532,4,2,69283.0,0,1,7.0,41,0,47
1533,3,3,46098.0,1,1,9.0,86,1,47
1534,0,2,23331.0,1,0,9.0,92,0,34
1535,0,3,23331.0,1,0,9.0,97,0,34
1536,2,3,9255.0,1,0,8.0,91,0,33
1537,4,5,67786.0,0,0,8.0,0,1,63
1538,4,2,71969.0,0,1,9.0,59,1,51
1539,3,3,59235.0,1,0,9.0,4,0,55
1540,2,4,31928.0,1,0,8.0,5,0,33
1541,3,4,74881.0,1,1,9.0,48,0,61
1542,2,2,65819.0,0,0,9.0,99,0,44
1543,4,3,51411.0,1,2,8.0,81,0,69
1544,2,1,51983.0,0,1,9.0,95,0,58
1545,3,4,42386.0,1,0,9.0,43,0,36
1546,0,2,30390.0,0,0,8.0,5,0,35
1547,2,3,30983.0,0,0,9.0,50,1,59
1548,2,5,66033.0,0,1,9.0,76,0,65
1549,0,2,37284.0,1,1,9.0,46,0,47
1550,3,1,57530.0,0,1,8.0,68,0,71
1551,0,2,76800.0,0,0,8.0,33,0,57
1552,2,2,63943.0,0,1,9.0,50,0,66
1553,2,4,76081.0,0,0,7.0,85,1,60
1554,2,2,67445.0,0,1,9.0,63,0,48
1555,3,2,37054.0,1,1,8.0,89,0,55
1556,3,4,47175.0,1,1,9.0,81,1,60
1557,2,1,31859.0,1,0,8.0,77,0,46
1558,2,1,27215.0,2,1,9.0,50,0,61
1559,4,1,70179.0,0,1,8.0,10,0,46
1560,2,2,39922.0,1,0,9.0,30,0,39
1561,3,2,49681.0,0,2,8.0,66,0,46
1562,2,2,24645.0,1,0,9.0,16,0,34
1563,2,1,79865.0,0,1,7.0,12,0,68
1564,2,2,44322.0,1,0,7.0,30,0,37
1565,2,3,47958.0,0,1,9.0,8,0,70
1566,3,3,63972.0,0,1,9.0,93,1,58
1567,2,4,75315.0,0,1,8.0,14,0,68
1568,4,2,55517.0,1,1,9.0,53,1,72
1569,4,2,75283.0,1,2,9.0,26,0,65
1570,4,3,82800.0,0,0,9.0,23,1,76
1571,2,2,38998.0,1,1,9.0,92,0,68
1572,3,3,90638.0,0,0,8.0,29,1,31
1573,3,2,27161.0,1,0,8.0,41,0,36
1574,2,2,42014.0,1,0,9.0,56,1,45
1575,4,4,38201.0,0,1,9.0,19,0,62
1576,2,4,45203.0,2,0,8.0,4,1,40
1577,4,4,81574.0,0,0,8.0,89,1,75
1578,2,2,34935.0,0,0,8.0,71,0,30
1579,3,3,60482.0,0,1,9.0,81,0,46
1580,2,4,34633.0,2,1,8.0,31,0,66
1581,3,4,78093.0,0,0,8.0,53,0,75
1582,2,1,82460.0,0,0,8.0,78,0,72
1583,3,4,45903.0,0,1,8.0,80,0,56
1584,2,1,81361.0,0,0,8.0,18,1,35
1585,4,1,35860.0,1,1,8.0,37,1,49
1586,3,4,40442.0,1,1,9.0,52,1,70
1587,2,2,61482.0,0,0,7.0,39,0,57
1588,2,2,34968.0,1,0,9.0,11,0,42
1589,2,2,75794.0,0,0,8.0,33,1,35
1590,4,4,31497.0,0,1,9.0,22,0,60
1591,2,2,74268.0,0,0,9.0,83,0,67
1592,1,4,13724.0,1,0,9.0,43,1,34
1593,3,4,45143.0,0,1,8.0,74,0,57
1594,4,3,52569.0,0,1,8.0,54,0,55
1595,4,3,48432.0,0,1,9.0,3,1,49
1596,3,4,17144.0,1,1,8.0,96,0,62
1597,2,3,36108.0,1,0,8.0,68,1,38
1598,2,2,76445.0,1,0,9.0,2,0,51
1599,4,2,36663.0,1,0,8.0,40,0,47
1600,3,2,53843.0,0,1,8.0,64,0,57
1601,3,2,90226.0,0,0,9.0,26,1,66
1602,3,1,70638.0,0,0,8.0,69,1,67
1603,2,4,44512.0,1,1,8.0,57,0,62
1604,2,2,27116.0,1,1,8.0,78,0,61
1605,4,2,54072.0,1,1,8.0,71,0,59
1606,2,2,71855.0,0,1,9.0,59,0,45
1607,0,3,51250.0,1,0,9.0,28,1,32
1608,3,2,60432.0,0,1,8.0,61,0,49
1609,4,2,65526.0,0,1,8.0,22,0,58
1610,2,3,68655.0,0,0,9.0,95,0,34
1611,0,2,12393.0,0,0,9.0,38,0,44
1612,2,3,64509.0,0,0,8.0,19,1,32
1613,2,3,33955.0,1,0,8.0,92,0,47
1614,2,2,31353.0,1,1,8.0,24,1,45
1615,2,2,55434.0,1,0,8.0,21,0,38
1616,2,4,28359.0,1,0,8.0,35,0,39
1617,2,3,57100.0,1,0,8.0,9,0,35
1618,2,2,69139.0,0,1,8.0,23,0,57
1619,3,2,52973.0,0,1,9.0,92,0,66
1620,4,4,51717.0,0,1,8.0,55,1,57
1621,2,2,18793.0,1,0,9.0,14,0,51
1622,0,4,66664.0,0,0,9.0,78,0,40
1623,2,3,50664.0,1,1,9.0,64,0,63
1624,2,4,54414.0,1,1,9.0,49,0,59
1625,4,2,54549.0,0,1,8.0,8,0,70
1626,4,5,47111.0,0,1,9.0,35,0,51
1627,4,1,41003.0,0,0,9.0,11,0,59
1628,2,4,19444.0,1,0,8.0,8,1,40
1629,0,4,36301.0,1,0,8.0,53,0,46
1630,4,4,73059.0,0,1,8.0,36,0,75
1631,4,4,42731.0,1,0,8.0,64,0,53
1632,4,2,52854.0,1,1,8.0,43,0,63
1633,2,4,22775.0,1,0,8.0,40,0,44
1634,4,4,46681.0,0,2,8.0,52,0,74
1635,4,2,59821.0,0,1,9.0,11,0,67
1636,2,1,50002.0,0,1,8.0,21,0,68
1637,2,2,69755.0,0,0,8.0,23,0,77
1638,2,2,44078.0,1,1,7.0,17,0,53
1639,3,4,30560.0,1,0,8.0,6,0,46
1640,3,4,35924.0,1,1,8.0,56,0,53
1641,4,1,64140.0,0,2,8.0,71,1,58
1642,2,4,56386.0,1,1,9.0,51,0,41
1643,1,4,24594.0,1,0,8.0,94,0,43
1644,0,4,75774.0,1,0,8.0,27,0,41
1645,3,1,39228.0,0,0,9.0,1,0,62
1646,3,2,58494.0,0,1,8.0,56,0,48
1647,2,3,58684.0,0,0,7.0,71,1,41
1648,2,1,57136.0,0,0,9.0,18,1,55
1649,4,5,56551.0,1,1,8.0,48,0,72
1650,2,2,22448.0,1,0,8.0,86,0,40
1651,2,3,82014.0,0,0,9.0,48,1,61
1652,2,5,34213.0,1,1,9.0,2,1,59
1654,4,5,25358.0,0,1,8.0,57,0,75
1655,3,3,35544.0,1,0,8.0,77,0,44
1656,3,4,36634.0,0,1,8.0,0,0,68
1657,4,2,62670.0,0,1,8.0,57,0,68
1658,0,4,50334.0,0,1,8.0,24,0,50
1659,2,3,72066.0,0,0,7.0,55,1,41
1660,4,3,50729.0,1,1,9.0,62,0,64
1661,2,4,34916.0,2,0,9.0,89,0,54
1662,2,1,64892.0,0,1,7.0,77,0,46
1663,2,3,43602.0,1,1,8.0,45,0,56
1664,4,3,33996.0,0,0,8.0,46,0,33
1665,0,3,41473.0,1,0,8.0,80,0,37
1666,4,2,63246.0,0,2,8.0,60,0,55
1667,4,2,36732.0,1,1,8.0,71,0,63
1668,4,2,69084.0,1,0,8.0,43,0,52
1669,4,2,77766.0,0,1,9.0,97,1,55
